filename,label,duration_s,n_voiced_frames,n_contours,spectral_flatness,contour_jitter_hz,contour_freq_var_hz2,mean_spacing_hz,spacing_cov,rolloff_slope_db_per_hz,energy_above_first_db,energy_spread_db2,persistence_mean,persistence_median,persistence_max,frac_short_contours
Donald_Trump_00016_LLASA_00001.wav,fake,26.52,2270,661,0.0034189836587756872,6.9074878767386325,903.2645731875937,670.2610090934029,0.7247483186001273,-0.004762233635001427,-8.156470293427727,288.24817839918,0.007133098295867294,0.0022026431718061676,0.19383259911894274,0.405446293494705
Donald_Trump_00017_LLASA_00001.wav,fake,2.82,282,95,0.012331708334386349,13.682859450136437,1252.9491645442984,1401.664681761645,0.7550710382140882,-0.005932561892188643,5.0840104261681525,291.92400639415035,0.04262784621127286,0.02127659574468085,0.2978723404255319,0.3473684210526316
Donald_Trump_00018_LLASA_00001.wav,fake,9.24,923,383,0.05649280175566673,12.418885285030337,725.1344721502504,1038.3820747203467,0.927664416196237,-0.003791661137627154,5.041664849740339,186.50915882299552,0.010834236186348862,0.005417118093174431,0.23943661971830985,0.4073107049608355
Donald_Trump_00019_LLASA_00001.wav,fake,6.7,634,368,0.08569150418043137,14.150980240550231,1603.2504147901666,917.2920281714031,0.9711571426150415,-0.0014663216432142182,2.0006314502188265,133.02076105702008,0.016467219860101495,0.00946372239747634,0.15772870662460567,0.3804347826086957
Donald_Trump_00021_LLASA_00001.wav,fake,1.8,181,94,0.038845740258693695,16.934162965136586,1191.6809335424314,1167.9450448983036,0.7897289662715062,-0.004488466023546697,-1.7585813592626987,175.24595816042122,0.042670741742094745,0.027624309392265192,0.292817679558011,0.4148936170212766
Donald_Trump_00022_LLASA_00001.wav,fake,5.8,581,268,0.0416112020611763,11.676632163737231,607.1815625434994,963.5212836708392,0.8012117369764483,-0.005970487450494836,-8.192294981874667,171.21097107812176,0.015034551853469314,0.008605851979345954,0.2082616179001721,0.4216417910447761
Donald_Trump_00023_LLASA_00001.wav,fake,6.54,654,264,0.05396923050284386,16.919295061126878,1384.8428591948802,1403.9859140773278,0.697311863753141,-0.005210918373765632,-1.9652890046636988,179.32441186982146,0.011855944768788805,0.00764525993883792,0.09938837920489296,0.4053030303030303
Donald_Trump_00024_LLASA_00001.wav,fake,5.08,509,286,0.04776778072118759,13.421678907652701,664.5082057240703,983.535236245141,0.8791786825940681,-0.00479200164030622,6.592618935243877,169.55388925300008,0.016404028191847445,0.009823182711198428,0.19842829076620824,0.43356643356643354
Donald_Trump_00025_LLASA_00001.wav,fake,2.84,284,180,0.05883517861366272,17.717935094541108,2106.700066765968,967.5609624274819,0.8929753718694249,-0.0033571246763687275,-2.4731780696667367,135.0937261485091,0.03037949921752738,0.02112676056338028,0.21830985915492956,0.3888888888888889
Donald_Trump_00026_LLASA_00001.wav,fake,32.0,2907,948,0.032212913036346436,4.842323487203581,1186.4168436351583,569.9993400038952,0.9924975666375897,-0.005539808940313968,4.909614808548625,298.99045835241105,0.009089437833020542,0.0020639834881320948,0.9229446164430685,0.3818565400843882
Donald_Trump_00027_LLASA_00001.wav,fake,7.54,733,255,0.034393101930618286,13.045579692930984,724.5992439549332,1116.737636043298,0.7188119800173086,-0.0021393594427942305,15.912432752859257,233.5609087924141,0.013492764090629432,0.0068212824010914054,0.1077762619372442,0.4392156862745098
Donald_Trump_00028_LLASA_00001.wav,fake,7.18,670,238,0.05234824866056442,9.085260330916704,1066.766015129758,905.1588817883553,0.8436701577588757,-0.0029997963743835575,1.6422457162410733,158.67914998537938,0.022319076884485135,0.008955223880597015,0.45671641791044776,0.33613445378151263
Donald_Trump_00029_LLASA_00001.wav,fake,7.08,700,421,0.06356020271778107,13.672049559059424,815.6096204311048,823.9296357043116,0.7875837977576965,-0.003629973466681757,10.71420533855357,144.30089980586408,0.01145571767899559,0.007142857142857143,0.12,0.4418052256532066
Donald_Trump_00030_LLASA_00001.wav,fake,3.86,341,182,0.06288883835077286,14.587353278784537,1323.315991116454,963.9782852363818,0.9423103261980095,-0.002449235084286277,2.1125208175064523,140.4192996943538,0.02866488350359318,0.017595307917888565,0.21114369501466276,0.3901098901098901
Donald_Trump_00031_LLASA_00001.wav,fake,14.86,1356,303,0.04036099091172218,5.760861309657334,510.3144928708442,949.8522489459539,0.9467592494542592,-0.004625960092409643,2.688815392298593,183.39568292134805,0.014554552800412783,0.003687315634218289,0.7426253687315634,0.44884488448844884
Donald_Trump_00032_LLASA_00001.wav,fake,4.92,488,284,0.04505428671836853,17.30367422521142,1267.4274058115109,1062.7897948846344,0.9150024454803007,-0.0034836652278414457,2.3686579582896274,139.35191727710944,0.016480027707226966,0.010245901639344262,0.2766393442622951,0.4612676056338028
Donald_Trump_00033_LLASA_00001.wav,fake,7.22,684,398,0.055568717420101166,14.799609420241895,1154.121717083868,870.5714083464726,0.8311913236933944,-0.004868169055723811,-10.226345691982093,165.45542320098167,0.012155073613682444,0.007309941520467836,0.1608187134502924,0.4371859296482412
